Model,Train Accuracy,Train Loss,Validation Accuracy,Validation Loss,Test Accuracy,Test Loss,Training Duration,Total Epoch
EfficientNetB3,0.9921568632125854,0.02333005517721176,0.9901960492134094,0.03098427876830101,0.3965317904949188,3.100011110305786,513.7983870506287,12
